Company,Former / alternate names,Website,Brief Description,Company type,B2B/B2C,Protein category,Company focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,HQ Country,HQ State/Province (Non-U.S.),HQ City,Year founded,Founders,Company email,Parent company,Link to parent company's record,Link to subsidiary/brand,Articles in Marketing & Media,_merge,Cheese,Other dairy,Both cheese and other dairy,Neither cheese nor other dairy
porto-via,,https://www.porto-via.it/,Producer of plant-based meat and cheese.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"['Cheese', 'Ground meat/seafood', 'Other meat/seafood']",,"Chickpea,Coconut,Potato",Europe,Italy,Parma,Parma,2021,,info@parmafoodlab.it, PARMA FOOD LAB s.r.l. |,,,,left_only,1,0,0,0
poseidona,,https://poseidona.eu/,Develops sustainable proteins from algal waste and invasive biomass for use in alt-seafood products such as tuna steak.,Specialized (focused on alternative proteins),B2B,Biomass fermentation,Ingredients and inputs,Ingredient optimization,['Ingredients'],,Algae,Europe,Spain,,Barcelona,2023,María Cermeño and Sònia Hurtado,hola@poseidona.eu,,,,,left_only,0,0,0,1
power-to-protein,,https://www.powertoprotein.eu/,Power-to-Protein is about closing this artificial nitrogen cycle by direct N upcycling as microbial protein.,Specialized (focused on alternative proteins),B2B,Biomass fermentation,Ingredients and inputs,Ingredient optimization,[''],,,Europe,Netherlands,,,2015,,,Avecom,,,,left_only,0,0,0,1
prime-roots,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
probios,,https://www.probios.it/en/,Italian distributor of organic plant-based foods; has own line of plant-based drinks and desserts.,Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,"['Milk', 'Other dairy']",,"Rice,Hazelnut,Soy,Almond,Oat,Cashew,Coconut",Europe,Italy,Firenze,Calenzano,1978,,info@probios.it,,,,,left_only,0,1,0,0
project-eaden,,https://www.projecteaden.com/,Food startup that produces plant-based steak. ,Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,['Whole muscle meat/seafood'],"Beef/veal,Pork",,Europe,Germany,,Berlin ,2022,"Dr. David Olivier Schmelzeisen, Hubertus Bessau, and Jan Wilmking",jan@projecteaden.com,,,,,left_only,0,0,0,1
prolaterre,,https://www.prolaterre.com/,"Netherlands-based producer of soy chicken, beef, and pork products.",Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,['Ground meat/seafood'],"Chicken,Pork,Beef/veal","Soy,Pea",Europe,Netherlands,,Landgraaf,2018,,info@prolaterre.eu,,,,,left_only,0,0,0,1
promeless,,https://www.promeless.com/,French producer of plant-based meat and cheese.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Dairy,Ingredients and inputs","End product formulation and manufacturing,Ingredient optimization","['Ground meat/seafood', 'Cheese', 'Ingredients']","Chicken,Pork,Beef/veal","Wheat,Potato",Europe,France,,Paris,2017,,,,,,,left_only,1,0,0,0
proteindistillery,SACCHA,https://www.proteindistillery.com,German-based biotech company that produces customizable vegan protein for use in alternative meat and dairy products using spent brewer's yeast from the brewing industry. ,Specialized (focused on alternative proteins),B2B,Biomass fermentation,"Ingredients and inputs,Meat,Eggs,Dairy","Ingredient optimization,Bioprocess design",['Ingredients'],,Yeast,Europe,Germany,,Ostfildern,2021,"Christoph Pitter, Michael Baunach, Dr.-Ing Tomas Kurz, and Marco Ries",kontakt@proteindistillery.com,,,,,left_only,0,0,0,1
proteinrise,,https://proteinrise.com/,Polish producer of protein ingredients based on pea and brewers' spent grain for use in plant-based products.,Specialized (focused on alternative proteins),B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Ingredients'],,"Pea,Barley",Europe,Poland,,Warsaw,2020,,info@proteinrise.com,,,,,left_only,0,0,0,1
protera-biosciences,,https://www.proterabio.com/about,Producers foaming and emulsifying proteins to replace eggs as well as plant-based oils.,Diversified,B2B,Fermentation-derived,Ingredients and inputs,Target molecule selection,['Eggs'],,,Europe,France,,Paris,2018,"Leonardo Álvarez,Francia Navarrete",,,,,,left_only,0,0,0,1
provamel,,https://www.provamel.com/uk,Germany-based plant-based milk and yogurt producer.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,"Oat,Almond,Soy,Coconut,Rice",Europe,Germany,Nordrhein-Westfalen ,Düsseldorf,1983,Phillipe Vandemoortele,,Danone,,,,left_only,0,0,0,1
proveg,,,,,,,,,[''],,,,,,,,,,,,,14.0,right_only,0,0,0,1
proveg-international,,,,,,,,,[''],,,,,,,,,,,,,7.0,right_only,0,0,0,1
proxes,,https://www.proxes.com/en/applications/food/vegan,"Germany based equipment manufacturer (union of three brands - FrymaKoruma, Stephan and Terlet) that manufactures machines, plants as well as process lines and solutions in the food, pharmaceutical, cosmetics and chemical industries.",Diversified,B2B,Plant-based,Food processing infrastructure and equipment,End product formulation and manufacturing,[''],,,"Europe,Asia Pacific,United States and Canada",Germany,,Hamburg,2014,Kurt und Alfred Stephan,,,,,,left_only,0,0,0,1
pulmuone-usa,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
purezza,,https://purezza.co.uk/about-purezza/,UK-based vegan pizzeria that produces its own cheeses for sale. ,Diversified,"B2C,B2B",Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,"Coconut,Yeast,Agar agar,Almond",Europe,United Kingdom,,Brighton,2015,"Tim Barclay, Stefania Evangelisti, and Filippo Rosato",,,,,,left_only,1,0,0,0
qkine,,https://qkine.com/,"UK-based producer of growth factors for stem cells, serving a range of industries including cellular agriculture.",Diversified,B2B,Cultivated,Ingredients and inputs,"Ingredient optimization,Cell culture media",['Ingredients'],"Beef/veal,Pork,Salmon,Tuna,Other fish",,"Europe,Africa/Middle East,Asia Pacific,United States and Canada",United Kingdom,,Cambridge,2016,,info@qkine.com,,,,,left_only,0,0,0,1
qlar,Schenck Process,https://www.qlar.com/,"Germany-based company that creates technologies across the bulk material handling spectrum, including for dry powder pneumatic conveying, mixing, depositing, extruding, forming, milling, sifting, weighing and feeding.",Diversified,B2B,Plant-based,Food processing infrastructure and equipment,Bioprocess design,[''],,,"Europe,Asia Pacific",Germany,,Darmstadt,1881,Carl Schenck,,,,,,left_only,0,0,0,1
quazy-foods,,https://www.quazyfoods.com/,"Quazy Foods unleashes the potential of microalgae as a super efficient, healthy, and sustainable source of functional ingredients for B2B distribution.",Specialized (focused on alternative proteins),"B2C,B2B","Biomass fermentation,Plant-based,Fermentation-derived","Ingredients and inputs,Seafood","Bioprocess design,Ingredient optimization,Feedstocks,End product formulation and manufacturing",['Whole muscle meat/seafood'],Tuna,"Algae,Microalgae",Europe,Germany,,Berlin,2021,"Arvid Seeberg-Elverfeldt, Berenike Zimmer",,,,,,left_only,0,0,0,1
qubicon,,https://qubicon.io/,Austria-based company that offers services and products for bioprocess digitalization and optimization.,Diversified,B2B,"Cultivated,Fermentation-derived,Biomass fermentation,Precision fermentation",Bioprocessing infrastructure and equipment,Bioprocess design,[''],,,Europe,Austria,,Vienna,2021,,info@qubicon.io,,,,,left_only,0,0,0,1
quest-meat,,www.questmeat.com,"UK-based company focused on production and scale up of beef, as well as the development of adjunctive technologies to enhance process efficiency.",Specialized (focused on alternative proteins),B2B,Cultivated,"Meat,Ingredients and inputs,Bioprocessing infrastructure and equipment","Bioprocess design,Cell culture media,Cell line development",['Ingredients'],Beef/veal,,Europe,United Kingdom,,Birmingham,2021,"Ivan Wall, Petra Hanga, Michael Hunt, John Sinden, and Russell Kerr",,,,,,left_only,0,0,0,1
quevana,,https://quevana.es/tienda/,Spain-based plant-based cheese company.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,Cashew,Europe,Spain,,Segovia,2019,"Alejandro, Beatriz, and Agustín de Quevana",info@quevana.es,,,,,left_only,1,0,0,0
quinua-real,,https://www.quinuareal.bio/en-US/,"Spanish company that produces various products, including plant-based milk and ice cream.",Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,"Quinoa,Rice",Europe,Spain,,Barcelona,2011,,info@quinuareal.bio,,,,,left_only,0,0,0,1
quorn,,http://www.quorn.us/,"Produces f. venenatum mycoprotein-based meat substitutes. Products include chicken cutlets/patties/tenders/nuggets, turkey, burgers, and breakfast products.",Specialized (focused on alternative proteins),"B2C,B2B",Biomass fermentation,Meat,End product formulation and manufacturing,"['Ground meat/seafood', 'Whole muscle meat/seafood', 'Other meat/seafood']","Chicken,Beef/veal,Pork,Turkey,Other fish","Wheat,Rice,Mushrooms,Pea,Potato,Fungi,Mycoprotein",Europe,United Kingdom,,Stokesley,1985,Lord Rank,,Monde Nissin and Marlow Foods,Monde Nissin,,4.0,both,0,0,0,1
qurczak,"Planteris, Roślinny Qurczak",https://qurczak.pl/,Poland-based company producing plant-based chicken.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],Chicken,"Wheat,White bean",Europe,Poland,,Warsaw,2019,,shop@qurczak.pl,,,,,left_only,0,0,0,1
radiant-foods,Sow Foods,https://radiantfoods.com/,A UK-based plant-based food business that produces soy-based protein alternatives (plant-based mini-fillets).,Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,"['Other meat/seafood', 'Whole muscle meat/seafood']",,Soy,Europe,United Kingdom,,London,2021,Dan Tang and Satyajith Botcha,hello@radiantfoods.com,,,,,left_only,0,0,0,1
raisio-food-solutions,,https://www.raisiofoodsolutions.com/,,Specialized (focused on alternative proteins),,Plant-based,"Ingredients and inputs,Contract manufacturing/processing",,[''],,Oat,Europe,Finland,,Raisio,1939,,,,,,,left_only,0,0,0,1
raviflex,,http://www.raviflex.com/,Co-manufacturers for plant-based products,Specialized (focused on alternative proteins),B2B,Plant-based,Contract manufacturing/processing,,[''],,,Europe,Belgium,,Waremme,2019,,info@raviflex.com,,,,,left_only,0,0,0,1
rawckers,,https://rawckers.ro/,"Produces raw, plant-based artisanal creams and yogurts.",Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,"['Other dairy', 'Cheese']",,"Cashew,Almond",Europe,Romania,,Timisoara,2018,Marisha Zaporojan and Stefan Foldi,info@rawckers.ro,,,,,left_only,1,1,1,0
real-deal-milk,,https://www.realdealmilk.com,Spain-based company that produces milk and dairy products using precision fermentation ,Specialized (focused on alternative proteins),B2C,Precision fermentation,Dairy,End product formulation and manufacturing,"['Milk', 'Other dairy']",,"Yeast,Casein,Whey",Europe,Spain,,Barcelona,2021,Zoltan Toth-Czifra,,,,,,left_only,0,1,0,0
real-lancashire-black-pudding,,https://www.reallancashireblackpuddings.co.uk/vegan-black-pudding/,"Producer of black pudding, including ""V-Pud"", a plant-based alternative.",Diversified,B2C,Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],,Beetroot ,Europe,United Kingdom,Lancashire,Haslingden,1993,,info@reallancashireblackpuddings.co.uk,,,,,left_only,0,0,0,1
rebl-eats,,https://www.rebleats.com/,"Finnish maker of plant-based foods, including some ready meals containing plant-based meat.",Diversified,B2B,Plant-based,Meat,End product formulation and manufacturing,['Ground meat/seafood'],"Beef/veal,Pork","Soy,Pea",Europe,Finland,,,2021,,hello@rebleats.com,,,,,left_only,0,0,0,1
remeat,,https://www.remeatfoods.com/,Scandinavian company aiming for large-scale production of cultivated meat,Specialized (focused on alternative proteins),"B2C,B2B",Cultivated,"Meat,Bioprocessing infrastructure and equipment,Food processing infrastructure and equipment","End product formulation and manufacturing,Bioprocess design","['Ground meat/seafood', 'Oils and fats']",Beef/veal,,Europe,Sweden,,Malmö,2022,Jacob Peterson & Gittan Schiöld,,,,,,left_only,0,0,0,1
renewfood,,https://renewfood.co.uk/,"ReNewFood is an early stage venture looking to produce novel protein-based flavouring ingredients using precision fermentation technologies, with a focus on the plant-based and alt-protein markets.",Specialized (focused on alternative proteins),B2B,Precision fermentation,Ingredients and inputs,End product formulation and manufacturing,['Ingredients'],,Yeast,Europe,United Kingdom,,Sheffield,2022,Matthew Hutchinson,m.hutchinson@sheffield.ac.uk,,,,,left_only,0,0,0,1
reoat,,https://www.reoat.de/,Produce powders used as dairy substitutes for yogurt and milk by adding water as well as a range of plant-based breakfast mixes. Available for purchase online and B2B partnerships. ,Diversified,"B2B,B2C",Plant-based,Dairy,End product formulation and manufacturing,"['Milk', 'Other dairy']",,Oat,Europe,Germany,,Berlin,2021,Valérie Gott and Benjamin Binder,hello@reoat.de,Gut und besser GmbH,,,,left_only,0,1,0,0
respect-farms,,https://www.respectfarms.com/,Dutch startup aiming to produce cultivated meat on farms,Specialized (focused on alternative proteins),B2C,Cultivated,Meat,Bioprocess design,[''],,,Europe,Netherlands,,Den Haag,2022,,,,,,,left_only,0,0,0,1
revo-foods,,https://revo-foods.com,Austria-based company producing 3D printed plant-based seafoods with realistic structure and high fibrosity.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Seafood,End product formulation and manufacturing,"['Whole muscle meat/seafood', 'Other meat/seafood']","Other fish,Salmon,Tuna,Other,Shrimp","Algae,Pea,Soy,Rice,Fava bean,Mycoprotein,Wheat,Omega-3 ,Microalgae",Europe,Austria,,Vienna,2021,"Robin Simsa, Theresa Rothenbücher, and Manuel Lachmayr",hello@revo-foods.com,,,,,left_only,0,0,0,1
revolugreen,,https://www.revolugreen.com,Spain-based company that produces plant-based meat and egg products.,Specialized (focused on alternative proteins),B2C,Plant-based,"Meat,Eggs",End product formulation and manufacturing,"['Ground meat/seafood', 'Eggs', 'Other meat/seafood']","Beef/veal,Chicken,Pork","Pea,Soy,Chickpea",Europe,Spain,,Madrid,2021,,,Grupo Palacios Alimentación,,,,left_only,0,0,0,1
revyve,,https://revyve.bio/,Dutch company creating ingredients from single-cell proteins through a process that unlocks unique functionalities.,Specialized (focused on alternative proteins),B2B,"Biomass fermentation,Plant-based",Ingredients and inputs,Ingredient optimization,['Ingredients'],"Chicken,Beef/veal","Yeast,Algae,Fungi,Pea,Wheat,Microalgae",Europe,Netherlands,,Wageningen,2019,"Edgar Suarez Garcia, Cedric Verstraeten, and Corjan van den Berg",info@revyve.bio,,,,,left_only,0,0,0,1
richter-biologics,,www.richter-helm.eu,,Diversified,,Fermentation-derived,Contract manufacturing/processing,,[''],,,Europe,Germany,,Hamburg,1987,,,,,,,left_only,0,0,0,1
riso-scotti,,https://www.risoscotti.com/,Italy-based rice company offering a line of plant-based milks.,Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,"Oat,Almond,Rice",Europe,Italy,,Milan,1860,Pietro Scotti,info@risoscotti.it,,,,,left_only,0,0,0,1
ritter-sport,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
rival-foods,,https://rival-foods.com/,Dutch food-tech company that develops plant-based whole-cut products.,Specialized (focused on alternative proteins),B2B,Plant-based,Meat,End product formulation and manufacturing,['Whole muscle meat/seafood'],"Chicken,Pork","Wheat,Soy,Pea",Europe,Netherlands,,Wageningen,2019,Birgit Dekkers and Ernst Breel,info@rival-foods.com,Plant Meat Makers B.V.,,,,left_only,0,0,0,1
roland-beans,,www.rolandbeans.de,Germany-based company supplying fava beans for food applications.,Diversified,B2B,Plant-based,Ingredients and inputs,"Crop development,Ingredient optimization",['Ingredients'],,Fava bean,Europe,Germany,,Bremen,2019,,info@rolandbeans.de,Roland Mills United,,,,left_only,0,0,0,1
rollito-vegano,,https://rollitovegano.com/,Spanish producer of plant-based meats. ,Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],"Pork,Beef/veal","Pea,Beetroot ,Sunflower,White bean",Europe,Spain,,Castellón de la Plana,2020,Hugo Martínez and Florin-Alex Oprea,info@rollitovegano.com,,,,,left_only,0,0,0,1
roquette,,https://www.roquette.com/,Provider of plant-based ingredients and pharmaceutical excipients. Main plant-based proteins ingredients (isolates and textured) are from pea & fava bean.,Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Ingredients'],,"Fava bean,Pea,Wheat,Rice","Europe,Asia Pacific,United States and Canada,Latin America",France,,La Madeleine,1933,Dominique and Germain Roquette,,,,,,left_only,0,0,0,1
rosie-riffy,,https://rosieandriffy.com/,Netherlands-based company producing plant-based cheese.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,Cashew,Europe,Netherlands,,Amsterdam,2012,Tina da Rosa and Steven Rifkin,,,,,,left_only,1,0,0,0
roslin-technologies,,www.roslintech.com,U.K.-based agri tech company supplying iPS cell lines to the cultivated meat industry.,Specialized (focused on alternative proteins),B2B,Cultivated,Ingredients and inputs,Cell line development,['Ingredients'],"Pork,Mutton/lamb,Beef/veal,Salmon",,Europe,United Kingdom,,Edinburgh,2016,Glen Illing,info@roslintech.com,,,,,left_only,0,0,0,1
royal-dsm,,https://www.dsm.com/corporate/home.html,"Netherlands-based company focused on making food healthier and more sustainable, including supplying ingredients and support for plant-based protein alternatives. ",Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,[''],,"Yeast,Algae,Microalgae,Omega-3 ,EPA/DHA",Europe,Netherlands,,Heerlen,1902,,,,,,,left_only,0,0,0,1
rubinmuhle,,http://www.rubinmuehle.de,German company that produces various grain ingredients and proteins.,Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Ingredients'],,"Wheat,Barley,Oat,Pea,Soy,Sunflower,White bean",Europe,Germany,,Lahr/Schwarzwald,1684,Familie Rubin,,,,,,left_only,0,0,0,1
rubisco-foods,,https://rubiscofoods.com/,Netherlands-based company creating plant-based protein ingredients from water lentils and alfalfa.,Specialized (focused on alternative proteins),B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Ingredients'],,"Water,Lentils,RuBisCO Protein ",Europe,Netherlands,,Raalte,2019,,info@rubiscofoods.com,,,,,left_only,0,0,0,1
rude-health,,https://rudehealth.com/,UK-based producer of snack foods and plant-based milks. ,Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,"Oat,Almond,Soy,Rice,Coconut,Cashew,Hazelnut",Europe,United Kingdom,,London,2005,Nick and Camilla Barnard,hello@rudehealth.com,Oddlygood,Oddlygood ,,,left_only,0,0,0,1
ruegenwalder-muehle,,https://www.ruegenwalder.de/,Germany-based meat maker that offers numerous plant-based options as part of their vegetarian and vegan product lines.,Diversified,B2C,Plant-based,Meat,End product formulation and manufacturing,"['Other meat/seafood', 'Whole muscle meat/seafood', 'Ground meat/seafood']","Beef/veal,Pork,Chicken","Soy,Wheat,Pea,Potato",Europe,Germany,Niedersachsen,Bad Zwischenahn,1834,Carl Müller,,,,,2.0,both,0,0,0,1
ruf,,https://www.ruf.eu/en/,"Germany-based company that produces a variety of cooking and baking products, including a plant-based egg. ",Diversified,"B2C,B2B",Plant-based,"Eggs,Dairy",End product formulation and manufacturing,"['Eggs', 'Milk', 'Other dairy']",,"Pea,Potato,Oat,Coconut,Rice",Europe,Germany,,Quakenbrück,1920,Clemens Rump and Hubert Flerlage,info@ruf.eu,,,,,left_only,0,1,0,0
ruitenberg-ingredients,,https://ruitenberg.com,"Netherlands-based company that manufactures innovative ingredients for the food industry, including those making alternative proteins. ",Diversified,B2B,Plant-based,"Ingredients and inputs,Contract manufacturing/processing",Ingredient optimization,[''],,"Whey,Pea,Soy,Fava bean,Lentils,Seaweed",Europe,Netherlands,,Twello,1938,,info@ruitenberg.com,,,,,left_only,0,0,0,1
sainsburys,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
sallea,,https://sallea.ch/,"Startup developing edible, food-grade, plant-based scaffolds for the cultivated meat and seafood industry. ",Specialized (focused on alternative proteins),B2B,Cultivated,Bioprocessing infrastructure and equipment,Scaffolding and structure,[''],,,Europe,Switzerland,,Zürich,2023,"Dr. Nicole Kleger, Simona Fehlmann, and Anna Bünter",info@sallea.ch,,,,,left_only,0,0,0,1
sartorius,,https://www.sartorius.com/en,Company based in Lower-Saxony providing lab products and bioprocess solutions for cellular agriculture products.,Diversified,B2B,"Cultivated,Precision fermentation",Bioprocessing infrastructure and equipment,"Cell culture media,Bioprocess design,Cell line development",[''],,,"Europe,Africa/Middle East,Asia Pacific,United States and Canada,Australia/New Zealand,Latin America",Germany,,Göttingen,1870,Florenz Sartorius ,,,,,,left_only,0,0,0,1
schaaf-technologie,,https://www.foodextrusion.de/en/home,"Designs and manufactures food extruders and the associated machines for the production of extruded snacks, breakfast cereals, coextruded products and flatbreads.",Diversified,B2B,Plant-based,Food processing infrastructure and equipment,End product formulation and manufacturing,[''],,,"Europe,Asia Pacific",Germany,,Bad Camberg,1974,Heinz Schaaf,info@schaafgmbh.com,,,,,left_only,0,0,0,1
schouten-food,,https://www.schoutenfood.com/usa/,Producer of a variety of plant-based meats; provides private label production. Partnering with Grassa to develop a grass protein meat alternative. ,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Contract manufacturing/processing,Seafood",End product formulation and manufacturing,"['Other meat/seafood', 'Ground meat/seafood']","Chicken,Beef/veal,Other fish,Tuna","Wheat,Soy,Pea,Mycoprotein,Beetroot ","Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand,Latin America,United States and Canada",Netherlands,Noord-Brabant,Giessen,1930,"Marinas, Bart, and Otto Schouten",info@schoutenaahaar.com,,,,,left_only,0,0,0,1
schule-muhlenbau,,https://www.schulefood.com/en/,"German machinery manufacturer that built a processing facility for peas and fava beans in Latvia, commissioned by Golden Fields Alternative Protein.",Diversified,B2B,Plant-based,Food processing infrastructure and equipment,Ingredient optimization,[''],,"Pea,Fava bean",Europe,Germany,,,1892,,,,,,,left_only,0,0,0,1
scifi-foods,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
sea-believe,,https://www.sea-believe.com/,Ireland-based company producing plant-based seafood and burgers using locally-harvested seafood and micro algae.,Specialized (focused on alternative proteins),B2C,Plant-based,Seafood,End product formulation and manufacturing,['Ground meat/seafood'],Other fish,"Algae,Seaweed",Europe,Ireland,,Dublin,2020,Jennifer O'Brien,,,,,,left_only,0,0,0,1
seabloom,,https://www.seabloomfood.com/,France-based company producing plant-based seafood,Specialized (focused on alternative proteins),B2C,Plant-based,Seafood,End product formulation and manufacturing,[''],Tuna,"Pea,Seaweed",Europe,France,,,2020,Greta Desforges-Hodgson,,,,,,left_only,0,0,0,1
seamore,,https://seamorefood.com/,"Produces plant-based meat substitutes out of seaweed, among other seaweed products",Diversified,B2C,Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],,Algae,Europe,Netherlands,,Amsterdam,2015,Willem Sodderland,,,,,,left_only,0,0,0,1
senara,Senara.bio,https://www.senara.bio/,The first cell-based milk company in Europe.,Specialized (focused on alternative proteins),"B2C,B2B",Cultivated,Dairy,End product formulation and manufacturing,['Milk'],,,Europe,Germany,,Freiburg,2022,Dr. Svenja Dannewitz und Dr. Philipp-Prosseda,,,,,,left_only,0,0,0,1
serio,,https://serioser.io/en,Polish plant-based cheese brand based on lupins.,Specialized (focused on alternative proteins),B2B,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,Lupine,Europe,Poland,,,2020,,hello@serioser.io,,,,,left_only,1,0,0,0
sevenventures,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
sgaia-foods,,https://www.sgaiafoods.co.uk/,UK-based producer of alternative meat products from a mix of wheat and either pea or soya protein.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],"Beef/veal,Pork,Chicken","Wheat,Soy,Pea,Yeast",Europe,United Kingdom,Renfrewshire,Paisley,2015,Alberto Casotto,info@sgaiafoods.co.uk,,,,,left_only,0,0,0,1
sharaf-natural-foods,,https://sharafsfood.co.uk/,UK-based producer of gluten-free and vegan products. ,Diversified,B2C,Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],Beef/veal,"Pea,Corn,Rice",Europe,United Kingdom,,Cheltenham,2008,,,,,,,left_only,0,0,0,1
share,,https://share.eu/,"Every product sold by share includes a social donation, for each organic oat drink sold (original or barista), one day of drinking water is provided through partnerships with organizations in Sierra Leone and Kenya. ",Diversified,"B2B,B2C",Plant-based,Dairy,,['Milk'],,Oat,Europe,Germany,,Berlin,2018,"Sebastian Stricker, Iris Braun, Ben Unterkofler, and Tobias Reiner",,,,,,left_only,0,0,0,1
shark-tank,,,,,,,,,[''],,,,,,,,,,,,,2.0,right_only,0,0,0,1
shicken-foods,Plant Alternative Ltd. ,https://shickenfoods.com/,"UK-based producer of plant-based alternatives to meat-based foods, including kebabs and curries.",Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],Chicken,"Soy,Wheat,Pea",Europe,United Kingdom,,London,2020,Satvinder and Parm Bains,,,,,,left_only,0,0,0,1
shocken,Veganly Deli,https://shockenfoods.com/,"UK-based company owned and operated by Michelin star chefs creating a variety of vegan charcuterie, brie cheese, spicy n’duja spread and foie gras pate (faux gras).",Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"['Other meat/seafood', 'Cheese']","Beef/veal,Pork,Turkey","Cashew,Yeast,Pumpkin,Hemp,Wheat,Chickpea,Soy,Beetroot ",Europe,United Kingdom,,London,2022,Emma Bowe and Peter Kalkowsky,food@shockenfoods.com,,,,,left_only,1,0,0,0
shukran-foods,,https://shukran.es/,Food company based in Spain specializing in hummus and spreads. Launched a plant-based egg for food service and hospitality.,Diversified,"B2C,B2B",Plant-based,Eggs,End product formulation and manufacturing,['Eggs'],,"Corn,Chickpea",Europe,Spain,Madrid,Getafe,2012,,,,,,,left_only,0,0,0,1
signature-products,,https://signature-products.com/en/hemp-based-meat/,"Signature Products focuses on developing hemp protein and oil for the food, oil extracts, and cosmetics sectors. They make plant-based meat  from hemp. ",Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Ingredients'],,Hemp,Europe,Germany,Baden-Württemberg,Pforzheim,2019,Florian Pilchmaier and Tobias Bühler,info@signature-products.com,,,,,left_only,0,0,0,1
silk,,,,,,,,,[''],,,,,,,,,,,,,5.0,right_only,0,0,0,1
simplyv,,https://simplyv.com/,U.S.-based producer of plant-based spreads and cheese.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Dairy,End product formulation and manufacturing,"['Cheese', 'Other dairy']",,"Coconut,Almond","Europe,United States and Canada",Germany,,Oberreute,2015,Caroline Zimmer,,"Hochland Group, Franklin Foods",,,,left_only,1,1,1,0
"sineafoods
-s.r.o",,https://www.sineafoods.com/cs/,"Czech-based brand of plant-based meat, cheese, and snack products.",Diversified,B2C,Plant-based,"Meat,Dairy",End product formulation and manufacturing,"['Other meat/seafood', 'Cheese']",,Lupine,Europe,Czech Republic,,Brno,2016,Viktor Ruzicka,info@sineafoods.com,,,,,left_only,1,0,0,0
sodexo,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
sofine,,https://www.sofinefoods.com/en/,"Netherlands-based producer of a range of plant-based fish, meat, and cheese products as well as tofu. ",Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Seafood,Dairy",End product formulation and manufacturing,"['Other meat/seafood', 'Cheese', 'Ground meat/seafood']","Other fish,Chicken","Soy,Omega-3 ,Chickpea",Europe,Netherlands,,Landgraaf,1963,,info@sofine.eu,New Originals Company,New Originals Company,,,left_only,1,0,0,0
